taxon	sequenceID	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	combined	combined-with-id	isolate	country	collection_year
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR236087.1_2014-05	OR236087.1_2014-05	2	2II	2II_D	2II_D.1	2II_D.1.2	2/2II/2II_D/2II_D.1/2II_D.1.2	OR236087.1_2014-05/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR236111.1_2016-05	OR236111.1_2016-05	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	OR236111.1_2016-05/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR236112.1_2016-05	OR236112.1_2016-05	2	2II	2II_A	2II_A.1	2II_A.1.1	2/2II/2II_A/2II_A.1/2II_A.1.1	OR236112.1_2016-05/2/2II/2II_A/2II_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR236114.1_2014-03	OR236114.1_2014-03	2	2II	2II_D	2II_D.1	2II_D.1.2	2/2II/2II_D/2II_D.1/2II_D.1.2	OR236114.1_2014-03/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR236115.1_2014-12	OR236115.1_2014-12	2	2II	2II_D	2II_D.1	2II_D.1.2	2/2II/2II_D/2II_D.1/2II_D.1.2	OR236115.1_2014-12/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR236116.1_2014-05	OR236116.1_2014-05	2	2II	2II_D	2II_D.1	2II_D.1.2	2/2II/2II_D/2II_D.1/2II_D.1.2	OR236116.1_2014-05/2/2II/2II_D/2II_D.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR258575.1_2021-06-10	OR258575.1_2021-06-10	2	2III	2III_C	2III_C.1	2III_C.1.1	2/2III/2III_C/2III_C.1/2III_C.1.1	OR258575.1_2021-06-10/2/2III/2III_C/2III_C.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR448787.1_2023-06	OR448787.1_2023-06	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OR448787.1_2023-06/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR771147.1_2023-07-20	OR771147.1_2023-07-20	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OR771147.1_2023-07-20/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/OR821724.1_2022-09	OR821724.1_2022-09	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	OR821724.1_2022-09/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082832.1_2023-12	PP082832.1_2023-12	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082832.1_2023-12/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082833.1_2023-12	PP082833.1_2023-12	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082833.1_2023-12/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082838.1_2023-11	PP082838.1_2023-11	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082838.1_2023-11/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082846.1_2023-09	PP082846.1_2023-09	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082846.1_2023-09/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082853.1_2023-07	PP082853.1_2023-07	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082853.1_2023-07/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082854.1_2023-07	PP082854.1_2023-07	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082854.1_2023-07/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082862.1_2023-04	PP082862.1_2023-04	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082862.1_2023-04/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP082863.1_2023-04	PP082863.1_2023-04	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP082863.1_2023-04/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP269863.1_2014-09-22	PP269863.1_2014-09-22	2	2V	2V_A	2V_A.1	2V_A.1.1	2/2V/2V_A/2V_A.1/2V_A.1.1	PP269863.1_2014-09-22/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP269872.1_2013-11-14	PP269872.1_2013-11-14	2	2V	2V_A	2V_A.1	-	2/2V/2V_A/2V_A.1/-	PP269872.1_2013-11-14/2/2V/2V_A/2V_A.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP269908.1_2022-10-11	PP269908.1_2022-10-11	2	2II	2II_F	2II_F.1	2II_F.1.3	2/2II/2II_F/2II_F.1/2II_F.1.3	PP269908.1_2022-10-11/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP326753.1_2023-05-11	PP326753.1_2023-05-11	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP326753.1_2023-05-11/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP326828.1_2023-12-13	PP326828.1_2023-12-13	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP326828.1_2023-12-13/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP411235.1_2022-06-07	PP411235.1_2022-06-07	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP411235.1_2022-06-07/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP411252.1_2022-06-20	PP411252.1_2022-06-20	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP411252.1_2022-06-20/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP411257.1_2022-07-05	PP411257.1_2022-07-05	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP411257.1_2022-07-05/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP446692.1_2022-09-05	PP446692.1_2022-09-05	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP446692.1_2022-09-05/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP446693.1_2022-10-06	PP446693.1_2022-10-06	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP446693.1_2022-10-06/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP564586.1_2023-10-01	PP564586.1_2023-10-01	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP564586.1_2023-10-01/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP564601.1_2023-10-02	PP564601.1_2023-10-02	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP564601.1_2023-10-02/2/2II/2II_F/2II_F.1	-	-	-
alignment/AL_UNC_DENV2_YALE/member/fasta-refseqs-yale-denv2/PP564661.1_2023-10-30	PP564661.1_2023-10-30	2	2II	2II_F	2II_F.1	2II_F.1.1	2/2II/2II_F/2II_F.1/2II_F.1.1	PP564661.1_2023-10-30/2/2II/2II_F/2II_F.1	-	-	-
