sequenceID	designation	serotype	genotype	major_lineage	minor_lineage	minor_sublineage	minor_subsublineage	outgroup
OQ427042.1_2019-01-08	4I_A.1.1	4	4I	4I_A	4I_A.1	4I_A.1.1	-	-
OQ427048.1_2019-01-15	4I_A.1.1	4	4I	4I_A	4I_A.1	4I_A.1.1	-	-
OQ427061.1_2018-12-24	4I_A.1.1	4	4I	4I_A	4I_A.1	4I_A.1.1	-	-
PP269983.1_2011-12-29	4I_A.1.1	4	4I	4I_A	4I_A.1	4I_A.1.1	-	-
MN018394.1_2015-10-03	4I_A.1.2	4	4I	4I_A	4I_A.1	4I_A.1.2	-	-
OQ427041.1_2019-01-07	4I_A.1.2	4	4I	4I_A	4I_A.1	4I_A.1.2	-	-
OQ427046.1_2019-01-15	4I_A.1.2	4	4I	4I_A	4I_A.1	4I_A.1.2	-	-
OQ427047.1_2019-01-15	4I_A.1.2	4	4I	4I_A	4I_A.1	4I_A.1.2	-	-
OQ427062.1_2018-12-25	4I_A.1.2	4	4I	4I_A	4I_A.1	4I_A.1.2	-	-
JQ922559.1_1979	4I_B	4	4I	4I_B	-	-	-	-
KF041260.1_2009	4I_B.2_outgroup	4	4I	4I_B	4I_B.2	-	-	outgroup
KR011349.2_1956-08-28	4I_B_outgroup	4	4I	4I_B	-	-	-	outgroup
KU509287.1_2009	4I_B.1_outgroup	4	4I	4I_B	4I_B.1	-	-	outgroup
KX059015.1_2012-07	4I_B.2	4	4I	4I_B	4I_B.2	-	-	-
KX059018.1_2012-04	4I_B.2	4	4I	4I_B	4I_B.2	-	-	-
KX059026.1_2013-02	4I_B.2	4	4I	4I_B	4I_B.2	-	-	-
KX059029.1_2012-08	4I_B.2	4	4I	4I_B	4I_B.2	-	-	-
KX059032.1_2012-09	4I_B.2	4	4I	4I_B	4I_B.2	-	-	-
KX845005.1_2015	4I_B.2	4	4I	4I_B	4I_B.2	-	-	-
MG272272.1_2016	4I_B.1	4	4I	4I_B	4I_B.1	-	-	-
MK858146.2_2016-07-03	4I_B.2	4	4I	4I_B	4I_B.2	-	-	-
MN018398.1_2016-08-16	4I_B.1	4	4I	4I_B	4I_B.1	-	-	-
OK605769.1_1983	4I_B	4	4I	4I_B	-	-	-	-
OM639995.1_2021-11-16	4I_B.1	4	4I	4I_B	4I_B.1	-	-	-
OP984198.1_2018	4I_B.1	4	4I	4I_B	4I_B.1	-	-	-
JF262783.1_1961	4II_outgroup	4	4II	-	-	-	-	outgroup
FJ196849.1_1978	4II_A	4	4II	4II_A	-	-	-	-
JF741967.1_2010-09-26	4II_A.2	4	4II	4II_A	4II_A.2	-	-	-
JQ915085.1_2008-02-20	4II_A.1_outgroup	4	4II	4II_A	4II_A.1	-	-	outgroup
KC762696.1_2007-08-13	4II_A.2	4	4II	4II_A	4II_A.2	-	-	-
KC762698.1_2008-04-30	4II_A.2	4	4II	4II_A	4II_A.2	-	-	-
KC762699.1_2008-03-28	4II_A.2	4	4II	4II_A	4II_A.2	-	-	-
KP723482.1_2010	4II_A.2	4	4II	4II_A	4II_A.2	-	-	-
KY921909.1_2016-03	4II_A.1	4	4II	4II_A	4II_A.1	-	-	-
MH382789.1_2016	4II_A.1	4	4II	4II_A	4II_A.1	-	-	-
MH888334.1_2013-01-04	4II_A.2_outgroup	4	4II	4II_A	4II_A.2	-	-	outgroup
MN018393.1_2015-07-25	4II_A	4	4II	4II_A	-	-	-	-
MN018396.1_2015-11-12	4II_A	4	4II	4II_A	-	-	-	-
MW945667.1_1997	4II_A_outgroup	4	4II	4II_A	-	-	-	outgroup
OL314740.1_2019-05-30	4II_A	4	4II	4II_A	-	-	-	-
OL314741.1_2019-06-20	4II_A.1	4	4II	4II_A	4II_A.1	-	-	-
OP411002.1_2019-07	4II_A.1	4	4II	4II_A	4II_A.1	-	-	-
OP600478.1_2020-08	4II_A.1	4	4II	4II_A	4II_A.1	-	-	-
OP600512.1_2022-07	4II_A.1	4	4II	4II_A	4II_A.1	-	-	-
OQ821649.1_2016-03-21	4II_A.1	4	4II	4II_A	4II_A.1	-	-	-
FJ850059.1_1998	4II_B.2	4	4II	4II_B	4II_B.2	-	-	-
FJ850095.1_2000	4II_B.1	4	4II	4II_B	4II_B.1	-	-	-
GQ868583.1_2004	4II_B.1	4	4II	4II_B	4II_B.1	-	-	-
JN819409.1_1998	4II_B.1_outgroup	4	4II	4II_B	4II_B.1	-	-	outgroup
KT276273.1_2014-09-08	4II_B	4	4II	4II_B	-	-	-	-
KX812530.1_1976	4II_B	4	4II	4II_B	-	-	-	-
KY474335.1_2014	4II_B.1	4	4II	4II_B	4II_B.1	-	-	-
OK469362.1_1995	4II_B	4	4II	4II_B	-	-	-	-
OK605767.1_1976	4II_B	4	4II	4II_B	-	-	-	-
OM417338.1_2010-10-27	4II_B.2	4	4II	4II_B	4II_B.2	-	-	-
OM417339.1_2011-10-10	4II_B.2	4	4II	4II_B	4II_B.2	-	-	-
OQ445967.1_2022-11-03	4II_B.2	4	4II	4II_B	4II_B.2	-	-	-
OQ603316.1_2013-09-18	4II_B.1	4	4II	4II_B	4II_B.1	-	-	-
OQ821645.1_2022-09-10	4II_B	4	4II	4II_B	-	-	-	-
OR389346.1_1987	4II_B.2_outgroup	4	4II	4II_B	4II_B.2	-	-	outgroup
OR821957.1_2023-10-12	4II_B.2	4	4II	4II_B	4II_B.2	-	-	-
PP692469.1_2023-12-23	4II_B.2	4	4II	4II_B	4II_B.2	-	-	-
HQ332176.1_2007	4II_B.1.1_outgroup	4	4II	4II_B	4II_B.1	4II_B.1.1	-	outgroup
JN559741.2_2010-07-21	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
KJ596660.1_2012-04-03	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
KJ596665.1_2012-03-20	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
KJ596673.1_2012-02-29	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
OQ567848.1_2016-03-07	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
OQ567863.1_2020-01-13	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
PP530047.1_2014-07	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
PP530050.1_2015-11-15	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
PP530058.1_2015-05-12	4II_B.1.1	4	4II	4II_B	4II_B.1	4II_B.1.1	-	-
HQ332174.1_2007	4II_B.1.2_outgroup	4	4II	4II_B	4II_B.1	4II_B.1.2	-	outgroup
OQ445963.1_2022-08-10	4II_B.1.2	4	4II	4II_B	4II_B.1	4II_B.1.2	-	-
OQ445966.1_2022-10-26	4II_B.1.2	4	4II	4II_B	4II_B.1	4II_B.1.2	-	-
OR162320.1_2022-11-15	4II_B.1.2	4	4II	4II_B	4II_B.1	4II_B.1.2	-	-
OR654276.1_2023-05-31	4II_B.1.2	4	4II	4II_B	4II_B.1	4II_B.1.2	-	-
OR977094.1_2023-11-10	4II_B.1.2	4	4II	4II_B	4II_B.1	4II_B.1.2	-	-
JF262779.1_1975	4III_outgroup	4	4III	-	-	-	-	outgroup
KY586944.1_2001	4III	4	4III	-	-	-	-	-
MW945493.1_1999	4III	4	4III	-	-	-	-	-
MW945619.1_1996	4III	4	4III	-	-	-	-	-
MW945621.1_2001	4III	4	4III	-	-	-	-	-
MW945727.1_2005	4III	4	4III	-	-	-	-	-
AP009_1973	4IV	4	4IV	-	-	-	-	-
AP010_1975	4IV	4	4IV	-	-	-	-	-
AP011_1975	4IV	4	4IV	-	-	-	-	-
EF457906.1_1975	4IV	4	4IV	-	-	-	-	-
JF262780.1_1973	4IV	4	4IV	-	-	-	-	-
MZ215848.1_2007-05-21	4IV_outgroup	4	4IV	-	-	-	-	outgroup
